user_id,date,session_type,lift,weight_lb,sets,reps,decision,reason_code,acceptable_min,acceptable_max,bw_lb,readiness,planned_deload,variation,substituted_to
U205,2025-11-19,FB_B,ohp,32.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,30.0,35.0,245.2,low,False,,
U205,2025-11-21,FB_A,bench,20.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,17.5,22.5,244.4,low,False,,
U205,2025-11-21,FB_A,squat,35895.0,2,5,deload,deload_plateau_or_fatigue_substitution,35177.5,36612.5,244.4,low,False,,leg_press
U205,2025-11-24,FB_A,bench,17.5,2,5,deload,deload_plateau_or_fatigue,15.0,20.0,243.9,low,False,,
U205,2025-11-24,FB_A,squat,56520.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,55390.0,57650.0,243.9,low,False,,leg_press
U205,2025-11-26,FB_B,deadlift,65.0,1,5,deload,deload_plateau_or_fatigue,62.5,67.5,243.7,low,False,,
U205,2025-11-26,FB_B,ohp,30.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,27.5,32.5,243.7,low,False,,
U205,2025-11-28,FB_A,bench,17.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,15.0,20.0,244.8,low,False,,
U205,2025-11-28,FB_A,squat,89000.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,87220.0,90780.0,244.8,low,False,,leg_press
U205,2025-12-01,FB_A,bench,17.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,15.0,20.0,244.0,low,False,,
U205,2025-12-01,FB_A,squat,136170.0,2,5,deload,deload_plateau_or_fatigue_substitution,133447.5,138892.5,244.0,low,False,,leg_press
U205,2025-12-03,FB_B,deadlift,60.0,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,57.5,62.5,243.4,low,False,,
U205,2025-12-03,FB_B,ohp,27.5,2,5,deload,deload_plateau_or_fatigue,25.0,30.0,243.4,low,False,,
U205,2025-12-05,FB_A,bench,15.0,2,5,deload,deload_plateau_or_fatigue,12.5,17.5,243.3,low,False,,
U205,2025-12-05,FB_A,squat,214417.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,210130.0,218705.0,243.3,low,False,,leg_press
U205,2025-12-08,FB_A,bench,12.5,2,5,deload,deload_plateau_or_fatigue,10.0,15.0,243.6,low,False,,
U205,2025-12-08,FB_A,squat,337627.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,330875.0,344380.0,243.6,low,False,,leg_press
U205,2025-12-10,FB_B,deadlift,55.0,2,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,52.5,57.5,244.3,low,False,,
U205,2025-12-10,FB_B,ohp,25.0,2,5,deload,deload_plateau_or_fatigue,22.5,27.5,244.3,low,False,,
U205,2025-12-12,FB_A,bench,12.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,10.0,15.0,243.9,low,False,,
U205,2025-12-12,FB_A,squat,516570.0,2,5,deload,deload_plateau_or_fatigue_substitution,506237.5,526902.5,243.9,low,False,,leg_press
U205,2025-12-15,FB_A,bench,12.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness,10.0,15.0,243.8,low,False,,
U205,2025-12-15,FB_A,squat,834262.5,3,5,decrease_small,hold_at_target_rpe_and_low_readiness_substitution,817577.5,850947.5,243.8,low,False,,leg_press
U205,2025-12-17,FB_B,deadlift,50.0,1,5,deload,deload_plateau_or_fatigue,47.5,52.5,243.8,low,False,,
U205,2025-12-17,FB_B,ohp,25.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,22.5,27.5,243.8,low,False,,
U205,2025-12-19,FB_A,bench,12.5,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,10.0,15.0,243.5,low,False,,
U205,2025-12-19,FB_A,squat,1313650.0,3,5,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness_substitution,1287377.5,1339922.5,243.5,low,False,,leg_press
U206,2025-09-01,UpperA,bench,115.0,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,110.0,120.0,150.7,low,False,,
U206,2025-09-02,LowerA,squat,215.0,4,6,prescribe,percent_1rm_rpe_target,210.0,220.0,150.1,ok,False,,
U206,2025-09-04,UpperB,ohp,70.0,4,6,decrease_small,percent_1rm_rpe_target_and_low_readiness,65.0,75.0,150.7,low,False,,
U206,2025-09-05,LowerB,deadlift,245.0,4,4,decrease_small,percent_1rm_rpe_target_and_low_readiness,240.0,250.0,150.3,low,False,,
U206,2025-09-08,UpperA,bench,105.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,100.0,110.0,149.7,low,False,,
U206,2025-09-09,LowerA,squat,205.0,4,6,decrease_small,hold_at_target_rpe_and_low_readiness,200.0,210.0,149.7,low,False,,
U206,2025-09-11,UpperB,ohp,65.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,60.0,70.0,149.7,low,False,,
U206,2025-09-12,LowerB,deadlift,220.0,2,4,deload,deload_plateau_or_fatigue,215.0,225.0,150.5,low,False,,
U206,2025-09-15,UpperA,bench,95.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,90.0,100.0,150.4,low,False,,
U206,2025-09-16,LowerA,squat,200.0,4,6,decrease_small,decrease_small_after_grind_or_miss,195.0,205.0,150.0,ok,False,,
U206,2025-09-18,UpperB,ohp,60.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,55.0,65.0,150.0,low,False,,
U206,2025-09-19,LowerB,deadlift,205.0,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,200.0,210.0,150.2,low,False,,
U206,2025-09-22,UpperA,bench,85.0,2,6,deload,deload_plateau_or_fatigue,80.0,90.0,150.2,low,False,,
U206,2025-09-23,LowerA,squat,195.0,4,6,decrease_small,decrease_small_after_grind_or_miss,190.0,200.0,150.3,good,False,,
U206,2025-09-25,UpperB,ohp,55.0,2,6,deload,deload_plateau_or_fatigue,50.0,60.0,150.4,low,False,,
U206,2025-09-26,LowerB,deadlift,190.0,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,185.0,195.0,149.5,low,False,,
U206,2025-09-29,UpperA,bench,85.0,4,6,decrease_small,decrease_small_after_grind_or_miss,80.0,90.0,150.4,ok,False,,
U206,2025-09-30,LowerA,squat,205.0,4,6,increase,increase_after_exceeding_reps_target,200.0,210.0,150.7,ok,False,,
U206,2025-10-02,UpperB,ohp,50.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,45.0,55.0,150.7,low,False,,
U206,2025-10-03,LowerB,deadlift,170.0,2,4,deload,deload_plateau_or_fatigue,165.0,175.0,149.7,ok,False,,
U206,2025-10-06,UpperA,bench,75.0,2,6,deload,deload_planned,70.0,80.0,149.8,low,True,,
U206,2025-10-07,LowerA,squat,185.0,2,6,deload,deload_planned,180.0,190.0,149.7,good,True,,
U206,2025-10-09,UpperB,ohp,45.0,2,6,deload,deload_planned,40.0,50.0,150.5,ok,True,,
U206,2025-10-10,LowerB,deadlift,155.0,2,4,deload,deload_planned,150.0,160.0,150.2,ok,True,,
U206,2025-10-13,UpperA,bench,70.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,65.0,75.0,149.6,low,False,,
U206,2025-10-14,LowerA,squat,175.0,4,6,decrease_small,hold_at_target_rpe_and_low_readiness,170.0,180.0,149.5,low,False,,
U206,2025-10-16,UpperB,ohp,45.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,40.0,50.0,149.9,low,False,,
U206,2025-10-17,LowerB,deadlift,140.0,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,135.0,145.0,150.8,low,False,,
U206,2025-10-20,UpperA,bench,65.0,2,6,deload,deload_plateau_or_fatigue,60.0,70.0,149.3,low,False,,
U206,2025-10-21,LowerA,squat,160.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,155.0,165.0,149.3,low,False,,
U206,2025-10-23,UpperB,ohp,40.0,2,6,deload,deload_plateau_or_fatigue,35.0,45.0,149.7,ok,False,,
U206,2025-10-24,LowerB,deadlift,140.0,4,4,hold,hold_at_target_rpe,135.0,145.0,150.3,ok,False,,
U206,2025-10-27,UpperA,bench,60.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,55.0,65.0,150.1,low,False,,
U206,2025-10-28,LowerA,squat,155.0,4,6,decrease_small,decrease_small_after_grind_or_miss,150.0,160.0,150.4,ok,False,,
U206,2025-10-30,UpperB,ohp,40.0,4,6,decrease_small,hold_at_target_rpe_and_low_readiness,35.0,45.0,150.8,low,False,,
U206,2025-10-31,LowerB,deadlift,125.0,2,4,deload,deload_plateau_or_fatigue,120.0,130.0,150.5,low,False,,
U206,2025-11-03,UpperA,bench,60.0,4,6,decrease_small,decrease_small_after_grind_or_miss,55.0,65.0,150.4,ok,False,,
U206,2025-11-04,LowerA,squat,155.0,4,6,hold,hold_at_target_rpe,150.0,160.0,149.2,ok,False,,
U206,2025-11-06,UpperB,ohp,40.0,4,6,decrease_small,decrease_small_after_grind_or_miss,35.0,45.0,150.3,good,False,,
U206,2025-11-07,LowerB,deadlift,115.0,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,110.0,120.0,150.0,low,False,,
U206,2025-11-10,UpperA,bench,60.0,4,6,hold,hold_at_target_rpe,55.0,65.0,150.7,ok,False,,
U206,2025-11-11,LowerA,squat,145.0,4,6,decrease_small,hold_at_target_rpe_and_low_readiness,140.0,150.0,150.1,low,False,,
U206,2025-11-13,UpperB,ohp,40.0,4,6,hold,hold_at_target_rpe,35.0,45.0,150.7,good,False,,
U206,2025-11-14,LowerB,deadlift,105.0,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,100.0,110.0,150.1,low,False,,
U206,2025-11-17,UpperA,bench,60.0,4,6,hold,hold_at_target_rpe,55.0,65.0,150.1,good,False,,
U206,2025-11-18,LowerA,squat,130.0,2,6,deload,deload_plateau_or_fatigue,125.0,135.0,150.2,low,False,,
U206,2025-11-20,UpperB,ohp,40.0,4,6,decrease_small,increase_after_exceeding_reps_target_and_low_readiness,35.0,45.0,149.9,low,False,,
U206,2025-11-21,LowerB,deadlift,95.0,4,4,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,90.0,100.0,150.2,low,False,,
U206,2025-11-24,UpperA,bench,55.0,2,6,deload,deload_planned,50.0,60.0,150.7,ok,True,,
U206,2025-11-25,LowerA,squat,115.0,2,6,deload,deload_planned,110.0,120.0,149.7,low,True,,
U206,2025-11-27,UpperB,ohp,35.0,2,6,deload,deload_planned,30.0,40.0,149.3,low,True,,
U206,2025-11-28,LowerB,deadlift,85.0,2,4,deload,deload_planned,80.0,90.0,149.6,good,True,,
U206,2025-12-01,UpperA,bench,55.0,4,6,hold,hold_at_target_rpe,50.0,60.0,149.9,ok,False,,
U206,2025-12-02,LowerA,squat,110.0,4,6,decrease_small,decrease_small_after_grind_or_miss,105.0,115.0,150.7,good,False,,
U206,2025-12-04,UpperB,ohp,35.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,30.0,40.0,149.3,low,False,,
U206,2025-12-05,LowerB,deadlift,85.0,4,4,hold,hold_at_target_rpe,80.0,90.0,150.7,ok,False,,
U206,2025-12-08,UpperA,bench,55.0,4,6,hold,hold_at_target_rpe,50.0,60.0,149.9,ok,False,,
U206,2025-12-09,LowerA,squat,105.0,4,6,decrease_small,hold_at_target_rpe_and_low_readiness,100.0,110.0,150.6,low,False,,
U206,2025-12-11,UpperB,ohp,35.0,4,6,decrease_small,decrease_small_after_grind_or_miss_and_low_readiness,30.0,40.0,150.2,low,False,,
U206,2025-12-12,LowerB,deadlift,85.0,4,4,decrease_small,decrease_small_after_grind_or_miss,80.0,90.0,149.8,ok,False,,
U206,2025-12-15,UpperA,bench,50.0,4,6,decrease_small,hold_at_target_rpe_and_low_readiness,45.0,55.0,150.6,low,False,,
U206,2025-12-16,LowerA,squat,100.0,4,6,decrease_small,decrease_small_after_grind_or_miss,95.0,105.0,149.9,ok,False,,
U206,2025-12-18,UpperB,ohp,30.0,2,6,deload,deload_plateau_or_fatigue,25.0,35.0,149.4,low,False,,
U206,2025-12-19,LowerB,deadlift,80.0,4,4,decrease_small,hold_at_target_rpe_and_low_readiness,75.0,85.0,149.4,low,False,,
